image_id,x,y,sulfide_frac,tile_path
0,0,0,0.40281210140306123,tiles/00000/0000.jpg
0,320,0,0.22756397480867346,tiles/00000/0001.jpg
0,640,0,0.28519112723214285,tiles/00000/0002.jpg
0,960,0,0.48374222735969385,tiles/00000/0003.jpg
0,1280,0,0.2442303093112245,tiles/00000/0004.jpg
0,1600,0,0.27687539859693877,tiles/00000/0005.jpg
0,0,320,0.4458057637117347,tiles/00000/0006.jpg
0,320,320,0.1144272161989796,tiles/00000/0007.jpg
0,640,320,0.7608866788903061,tiles/00000/0008.jpg
0,960,320,0.7223971619897959,tiles/00000/0009.jpg
0,1280,320,0.4567970742984694,tiles/00000/0010.jpg
0,1600,320,0.771369778380102,tiles/00000/0011.jpg
0,320,640,0.15499940210459184,tiles/00000/0012.jpg
0,640,640,0.4967713647959184,tiles/00000/0013.jpg
0,960,640,0.5259785554846939,tiles/00000/0014.jpg
0,1280,640,0.47719527264030615,tiles/00000/0015.jpg
0,1600,640,0.7118094308035714,tiles/00000/0016.jpg
0,640,960,0.06583326690051021,tiles/00000/0017.jpg
0,960,960,0.4775440449617347,tiles/00000/0018.jpg
0,1280,960,0.2976173867984694,tiles/00000/0019.jpg
0,1600,960,0.12048588966836735,tiles/00000/0020.jpg
1,640,0,0.4384267378826531,tiles/00001/0000.jpg
1,960,0,0.7323222257653061,tiles/00001/0001.jpg
1,1280,0,0.16914461096938777,tiles/00001/0002.jpg
1,640,320,0.2854801100127551,tiles/00001/0003.jpg
1,960,320,0.21477399553571427,tiles/00001/0004.jpg
1,0,640,0.2822963169642857,tiles/00001/0005.jpg
1,320,640,0.3403918207908163,tiles/00001/0006.jpg
1,640,640,0.058758171237244895,tiles/00001/0007.jpg
1,960,640,0.1581981425382653,tiles/00001/0008.jpg
1,1280,640,0.22685646524234693,tiles/00001/0009.jpg
1,1600,640,0.2706722337372449,tiles/00001/0010.jpg
1,0,960,0.19168028539540816,tiles/00001/0011.jpg
1,320,960,0.6185825892857143,tiles/00001/0012.jpg
1,640,960,0.433902662627551,tiles/00001/0013.jpg
1,960,960,0.2811902104591837,tiles/00001/0014.jpg
1,1280,960,0.4492934869260204,tiles/00001/0015.jpg
1,1600,960,0.9185915577168368,tiles/00001/0016.jpg
2,0,0,0.570442044005102,tiles/00002/0000.jpg
2,320,0,0.9308733258928571,tiles/00002/0001.jpg
2,640,0,0.26243124202806123,tiles/00002/0002.jpg
2,1280,0,0.3578354193239796,tiles/00002/0003.jpg
2,1600,0,0.8547213807397959,tiles/00002/0004.jpg
2,1920,0,0.5533721301020408,tiles/00002/0005.jpg
2,0,320,0.7050233179209183,tiles/00002/0006.jpg
2,320,320,0.9273108657525511,tiles/00002/0007.jpg
2,640,320,0.23406608737244897,tiles/00002/0008.jpg
2,1280,320,0.11278798628826531,tiles/00002/0009.jpg
2,1600,320,0.6371173469387755,tiles/00002/0010.jpg
2,1920,320,0.6288614078443877,tiles/00002/0011.jpg
2,2240,320,0.14482023278061223,tiles/00002/0012.jpg
2,0,640,0.9284269371811225,tiles/00002/0013.jpg
2,320,640,0.8843470982142857,tiles/00002/0014.jpg
2,640,640,0.1944953762755102,tiles/00002/0015.jpg
2,1280,640,0.2468311543367347,tiles/00002/0016.jpg
2,1600,640,0.6976891342474489,tiles/00002/0017.jpg
2,1920,640,0.5591617506377551,tiles/00002/0018.jpg
2,2240,640,0.35079520089285715,tiles/00002/0019.jpg
2,2560,640,0.37754603794642855,tiles/00002/0020.jpg
2,2880,640,0.057447783801020405,tiles/00002/0021.jpg
2,0,960,0.9942153619260204,tiles/00002/0022.jpg
2,320,960,0.9377092633928571,tiles/00002/0023.jpg
2,640,960,0.25938695790816324,tiles/00002/0024.jpg
2,960,960,0.12001753826530612,tiles/00002/0025.jpg
2,1280,960,0.5501484773596939,tiles/00002/0026.jpg
2,1600,960,0.6082938058035714,tiles/00002/0027.jpg
2,1920,960,0.4488998724489796,tiles/00002/0028.jpg
2,2240,960,0.5988321109693877,tiles/00002/0029.jpg
2,2560,960,0.8080805564413265,tiles/00002/0030.jpg
2,2880,960,0.6250797193877551,tiles/00002/0031.jpg
2,3200,960,0.38172632334183676,tiles/00002/0032.jpg
2,3520,960,0.22831632653061223,tiles/00002/0033.jpg
2,0,1280,0.760124362244898,tiles/00002/0034.jpg
2,320,1280,0.894889987244898,tiles/00002/0035.jpg
2,640,1280,0.4027572943239796,tiles/00002/0036.jpg
2,1280,1280,0.21190409757653061,tiles/00002/0037.jpg
2,1600,1280,0.7655054209183674,tiles/00002/0038.jpg
2,1920,1280,0.8848254145408163,tiles/00002/0039.jpg
2,2240,1280,0.8875956632653061,tiles/00002/0040.jpg
2,2560,1280,0.9487753109056123,tiles/00002/0041.jpg
2,2880,1280,0.9607382015306123,tiles/00002/0042.jpg
2,3200,1280,0.9426468829719388,tiles/00002/0043.jpg
2,3520,1280,0.853156887755102,tiles/00002/0044.jpg
2,0,1600,0.13825833067602042,tiles/00002/0045.jpg
2,320,1600,0.30972476881377553,tiles/00002/0046.jpg
2,640,1600,0.10401387117346939,tiles/00002/0047.jpg
2,1280,1600,0.1500866948341837,tiles/00002/0048.jpg
2,1600,1600,0.8243881536989796,tiles/00002/0049.jpg
2,1920,1600,0.9227568957270408,tiles/00002/0050.jpg
2,2240,1600,0.9242366868622449,tiles/00002/0051.jpg
2,2560,1600,0.7057607222576531,tiles/00002/0052.jpg
2,2880,1600,0.5668447066326531,tiles/00002/0053.jpg
2,3200,1600,0.756721340880102,tiles/00002/0054.jpg
2,3520,1600,0.9281977439413265,tiles/00002/0055.jpg
2,960,1920,0.23521205357142858,tiles/00002/0056.jpg
2,1280,1920,0.6722636320153061,tiles/00002/0057.jpg
2,1600,1920,0.9835030691964286,tiles/00002/0058.jpg
2,1920,1920,0.966064453125,tiles/00002/0059.jpg
2,2240,1920,0.7279027822066326,tiles/00002/0060.jpg
2,2560,1920,0.17646882971938777,tiles/00002/0061.jpg
2,3200,1920,0.1453533561862245,tiles/00002/0062.jpg
2,3520,1920,0.30246033960459184,tiles/00002/0063.jpg
3,0,0,0.29782665019132654,tiles/00003/0000.jpg
3,320,0,0.4160903619260204,tiles/00003/0001.jpg
3,640,0,0.4933932557397959,tiles/00003/0002.jpg
3,960,0,0.4138034119897959,tiles/00003/0003.jpg
3,1280,0,0.26577945631377553,tiles/00003/0004.jpg
3,1600,0,0.13693299585459184,tiles/00003/0005.jpg
3,0,320,0.5661521444515306,tiles/00003/0006.jpg
3,320,320,0.5234026227678571,tiles/00003/0007.jpg
3,640,320,0.346435546875,tiles/00003/0008.jpg
3,960,320,0.41403758769132654,tiles/00003/0009.jpg
3,1280,320,0.5535216039540817,tiles/00003/0010.jpg
3,1600,320,0.502685546875,tiles/00003/0011.jpg
3,0,640,0.15676319355867346,tiles/00003/0012.jpg
3,320,640,0.09713807397959184,tiles/00003/0013.jpg
3,640,640,0.320068359375,tiles/00003/0014.jpg
3,960,640,0.7470204878826531,tiles/00003/0015.jpg
3,1280,640,0.7154217155612245,tiles/00003/0016.jpg
3,1600,640,0.7019790338010204,tiles/00003/0017.jpg
3,0,960,0.08070093271683673,tiles/00003/0018.jpg
3,320,960,0.08896185427295919,tiles/00003/0019.jpg
3,640,960,0.23626335299744897,tiles/00003/0020.jpg
3,960,960,0.39244858099489793,tiles/00003/0021.jpg
3,1280,960,0.28600326849489793,tiles/00003/0022.jpg
3,1600,960,0.4074607382015306,tiles/00003/0023.jpg
4,0,0,0.8261818399234694,tiles/00004/0000.jpg
4,320,0,0.7189692283163265,tiles/00004/0001.jpg
4,640,0,0.7921466438137755,tiles/00004/0002.jpg
4,960,0,0.7673788265306123,tiles/00004/0003.jpg
4,1280,0,0.3972666214923469,tiles/00004/0004.jpg
4,1600,0,0.31083585778061223,tiles/00004/0005.jpg
4,0,320,0.5605169802295918,tiles/00004/0006.jpg
4,320,320,0.3035216039540816,tiles/00004/0007.jpg
4,640,320,0.24098672672193877,tiles/00004/0008.jpg
4,960,320,0.5491519850127551,tiles/00004/0009.jpg
4,1280,320,0.5225854990433674,tiles/00004/0010.jpg
4,1600,320,0.31459761639030615,tiles/00004/0011.jpg
4,0,640,0.2723911830357143,tiles/00004/0012.jpg
4,320,640,0.13799426020408162,tiles/00004/0013.jpg
4,640,640,0.26242127710459184,tiles/00004/0014.jpg
4,960,640,0.5568449059311225,tiles/00004/0015.jpg
4,1280,640,0.3809141820790816,tiles/00004/0016.jpg
4,1600,640,0.25980548469387754,tiles/00004/0017.jpg
4,0,960,0.6210439253826531,tiles/00004/0018.jpg
4,320,960,0.6229422433035714,tiles/00004/0019.jpg
4,640,960,0.6237693319515306,tiles/00004/0020.jpg
4,960,960,0.45894451530612246,tiles/00004/0021.jpg
4,1280,960,0.5731574856505102,tiles/00004/0022.jpg
4,1600,960,0.5794503348214286,tiles/00004/0023.jpg
5,0,0,0.9507882254464286,tiles/00005/0000.jpg
5,320,0,0.969841159119898,tiles/00005/0001.jpg
5,640,0,0.7019092793367347,tiles/00005/0002.jpg
5,960,0,0.3302375637755102,tiles/00005/0003.jpg
5,1280,0,0.5715830277423469,tiles/00005/0004.jpg
5,1600,0,0.8911431760204082,tiles/00005/0005.jpg
5,0,320,0.8058334661989796,tiles/00005/0006.jpg
5,320,320,0.9823222257653061,tiles/00005/0007.jpg
5,640,320,0.9063695790816326,tiles/00005/0008.jpg
5,960,320,0.7115204480229592,tiles/00005/0009.jpg
5,1280,320,0.7571597975127551,tiles/00005/0010.jpg
5,1600,320,0.8598184390943877,tiles/00005/0011.jpg
5,0,640,0.6890445631377551,tiles/00005/0012.jpg
5,320,640,0.9607830436862245,tiles/00005/0013.jpg
5,640,640,0.8660664461096939,tiles/00005/0014.jpg
5,960,640,0.5426996970663265,tiles/00005/0015.jpg
5,1280,640,0.6051747847576531,tiles/00005/0016.jpg
5,1600,640,0.5040557238520408,tiles/00005/0017.jpg
5,0,960,0.722412109375,tiles/00005/0018.jpg
5,320,960,0.9306790098852041,tiles/00005/0019.jpg
5,640,960,0.9381128427933674,tiles/00005/0020.jpg
5,960,960,0.46578045280612246,tiles/00005/0021.jpg
